Comment,Designator,Footprint,LCSC
H1,M5Unit Screw Hole,unit_mounting_hole,,,0,0
J1,Grove I2C,HY2.0-4P,,,0,0
J2,Conn_01x02,JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical,,,0,0
R1,620,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,,,0,0
U1,TD62783,SOP-18_7x12.5mm_P1.27mm,,,0,0
U2,TD62783,SOP-18_7x12.5mm_P1.27mm,,,0,0
U3,~,M5StampS3,,,0,0
V1,ld8035e,LD8035E,,,0,0
